district,city,latitude,longitude,updated_time,price,land_area_sqm,building_area_sqm,jumlah lantai,kamar tidur,kamar mandi,carpots,garasi,sertifikat,daya listrik,interior,tahun dibangun
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,26/03/2024,679600000.0,80.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,26/03/2024,679600000.0,80.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,26/03/2024,905000000.0,64.0,91.0,2.0,3.0,2.0,1.0,,SHM,2200.0,,
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,26/03/2024,679600000.0,80.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,26/03/2024,679600000.0,80.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,26/03/2024,679600000.0,80.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,26/03/2024,780300000.0,93.0,36.0,1.0,2.0,1.0,,,,1300.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,26/03/2024,780300000.0,93.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,26/03/2024,780300000.0,93.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Babakan Madang,Kabupaten Bogor,-6.5636316,106.8639566,26/03/2024,2450000000.0,224.0,151.0,,,,,,SHM,,Unfurnished,
 Cibinong,Kabupaten Bogor,-6.4587713,106.8181696,26/03/2024,780300000.0,93.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,26/03/2024,583190000.0,70.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,26/03/2024,583190000.0,70.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,26/03/2024,583190000.0,70.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,26/03/2024,583190000.0,70.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
 Tajur Halang,Kabupaten Bogor,-6.473501499999999,106.7711638,26/03/2024,583190000.0,70.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,26/03/2024,672811080.0,105.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,26/03/2024,672811080.0,105.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,26/03/2024,672811080.0,105.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,26/03/2024,672811080.0,105.0,36.0,1.0,,,,,SHM,1300.0,Unfurnished,
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,26/03/2024,672811080.0,105.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,26/03/2024,699000000.0,90.0,60.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2023.0
Tajur Halang,Kabupaten Bogor,-6.4551607,106.7501884,25/03/2024,180000000.0,84.0,29.0,1.0,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2016.0
 Gunung Putri,Kabupaten Bogor,-6.4161173,106.9076234,25/03/2024,1450000000.0,180.0,112.0,2.0,3.0,2.0,1.0,,SHM,2200.0,Semi Furnished,2019.0
Tajur Halang,Kabupaten Bogor,-6.4551607,106.7501884,25/03/2024,385000000.0,75.0,27.0,,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2023.0
Leuwiliang,Kabupaten Bogor,-6.5741514,106.6320005,19/03/2024,185000000.0,60.0,30.0,1.0,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Bogor Utara,Kota Bogor,-6.5689517,106.8090297,19/03/2024,1750000000.0,126.0,82.0,1.0,4.0,2.0,,,SHM,3500.0,Unfurnished,2023.0
Bogor Timur,Kota Bogor,-6.617944400000001,106.820343,19/03/2024,16000000000.0,1400.0,800.0,2.0,5.0,5.0,,,SHM,13200.0,Unfurnished,2023.0
Dramaga,Kabupaten Bogor,-6.577668999999999,106.7319218,19/03/2024,185000000.0,60.0,27.0,1.0,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Ciampea,Kabupaten Bogor,-6.5549421,106.6961626,19/03/2024,185000000.0,60.0,27.0,1.0,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Cibungbulang,Kabupaten Bogor,-6.5749662,106.6606641,19/03/2024,185000000.0,60.0,27.0,1.0,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Gunung Putri,Kabupaten Bogor,-6.4288646,106.9240554,19/03/2024,600000000.0,78.0,52.0,1.0,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,
Bogor Tengah,Kota Bogor,-6.5930142,106.7864809,19/03/2024,2850000000.0,425.0,500.0,2.0,7.0,3.0,2.0,1.0,SHM,2200.0,,
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,19/03/2024,743480000.0,68.0,62.0,2.0,3.0,2.0,1.0,,,2200.0,Unfurnished,
Ranca Bungur,Kabupaten Bogor,-6.5379916,106.7312575,19/03/2024,550900000.0,90.0,50.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,19/03/2024,185000000.0,60.0,28.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,19/03/2024,185000000.0,60.0,28.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2023.0
Tajur Halang,Kabupaten Bogor,-6.4551607,106.7501884,19/03/2024,550000000.0,65.0,130.0,2.0,4.0,3.0,1.0,,SHM,1300.0,Full Furnished,
Tajur Halang,Kabupaten Bogor,-6.4551607,106.7501884,19/03/2024,550000000.0,65.0,130.0,2.0,4.0,2.0,1.0,,SHM,1300.0,Full Furnished,
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,19/03/2024,850000000.0,100.0,89.0,,2.0,2.0,,1.0,SHM,,,
Ranca Bungur,Kabupaten Bogor,-6.5379916,106.7312575,19/03/2024,405680000.0,77.0,36.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,19/03/2024,878700000.0,84.0,55.0,2.0,2.0,2.0,1.0,,HGB,2200.0,Semi Furnished,2023.0
Tamansari,Kabupaten Bogor,-6.6490491,106.7549665,19/03/2024,600000000.0,164.0,99.0,,3.0,3.0,,,SHM,1300.0,,
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,19/03/2024,758400000.0,72.0,46.0,2.0,2.0,2.0,1.0,,HGB,2200.0,Unfurnished,2023.0
Tamansari,Kabupaten Bogor,-6.6490491,106.7549665,19/03/2024,235000000.0,50.0,36.0,,2.0,1.0,1.0,,AJB,,,
Bogor Barat,Kota Bogor,-6.563991,106.7633625,19/03/2024,3450000000.0,270.0,208.0,2.0,,3.0,,,SHM,,Full Furnished,
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,19/03/2024,620700000.0,60.0,38.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,19/03/2024,535510000.0,60.0,36.0,,3.0,1.0,1.0,,,1300.0,Unfurnished,2024.0
Tamansari,Kabupaten Bogor,-6.6490491,106.7549665,19/03/2024,400000000.0,150.0,100.0,,3.0,1.0,1.0,,SHM,,,
Tajur Halang,Kabupaten Bogor,-6.4551607,106.7501884,19/03/2024,375000000.0,63.0,63.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2018.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,19/03/2024,620700000.0,60.0,38.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2023.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,19/03/2024,783191000.0,60.0,65.0,2.0,2.0,2.0,,,SHM,2200.0,Unfurnished,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,19/03/2024,701760000.0,68.0,55.0,,2.0,2.0,1.0,,,2200.0,Unfurnished,
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,19/03/2024,783191000.0,60.0,65.0,2.0,2.0,2.0,,,SHM,2200.0,Unfurnished,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,19/03/2024,469960000.0,60.0,25.0,,1.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,19/03/2024,783191000.0,60.0,65.0,2.0,2.0,2.0,,,SHM,2200.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,19/03/2024,895000000.0,64.0,91.0,2.0,4.0,2.0,1.0,1.0,SHM,2200.0,Semi Furnished,2023.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,19/03/2024,895000000.0,64.0,91.0,2.0,4.0,2.0,1.0,1.0,SHM,2200.0,Semi Furnished,2022.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,19/03/2024,735000000.0,62.0,66.0,2.0,3.0,2.0,1.0,1.0,SHM,2200.0,Semi Furnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,19/03/2024,757000000.0,66.0,66.0,2.0,3.0,2.0,1.0,1.0,SHM,2200.0,Semi Furnished,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,19/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,19/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,
Bogor Utara,Kota Bogor,-6.5689517,106.8090297,19/03/2024,780000000.0,120.0,95.0,,2.0,1.0,1.0,,,900.0,,
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,19/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,19/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2023.0
Gunung Putri,Kabupaten Bogor,-6.4288646,106.9240554,19/03/2024,999000000.0,104.0,90.0,2.0,3.0,2.0,2.0,,SHM,2200.0,,
 Babakan Madang,Kabupaten Bogor,-6.5211331,106.8502879,19/03/2024,895000000.0,64.0,91.0,2.0,4.0,2.0,1.0,,SHM,2200.0,Semi Furnished,2023.0
 Cibinong,Kabupaten Bogor,-6.5198749,106.8119382,19/03/2024,895000000.0,64.0,91.0,2.0,4.0,2.0,1.0,,SHM,2200.0,Semi Furnished,2023.0
Parung,Kabupaten Bogor,-6.427080399999999,106.7244846,19/03/2024,480000000.0,72.0,36.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2024.0
Parung,Kabupaten Bogor,-6.427080399999999,106.7244846,19/03/2024,480000000.0,72.0,36.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,19/03/2024,679600000.0,80.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Gunung Sindur,Kabupaten Bogor,-6.3847562,106.6804186,19/03/2024,495000000.0,60.0,30.0,,,,1.0,,SHM,1300.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,19/03/2024,679600000.0,80.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,19/03/2024,679600000.0,80.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,19/03/2024,679600000.0,80.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,19/03/2024,679600000.0,80.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,19/03/2024,583190000.0,70.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,19/03/2024,583190000.0,70.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Jonggol,Kabupaten Bogor,-6.4597469,107.0422961,19/03/2024,250000000.0,72.0,72.0,1.0,3.0,1.0,,,SHM,1300.0,Unfurnished,2020.0
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,19/03/2024,583190000.0,70.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,19/03/2024,583190000.0,70.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
 Tajur Halang,Kabupaten Bogor,-6.473501499999999,106.7711638,19/03/2024,583190000.0,70.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,19/03/2024,360000000.0,62.0,54.0,,2.0,1.0,,1.0,SHM,1300.0,,
 Babakan Madang,Kabupaten Bogor,-6.5211331,106.8502879,19/03/2024,908000000.0,64.0,91.0,2.0,3.0,2.0,1.0,,SHM,2200.0,,
 Parung Panjang,Kabupaten Bogor,-6.3584442,106.567352,19/03/2024,573566400.0,72.0,46.0,,3.0,1.0,1.0,,HGB,1300.0,Unfurnished,2023.0
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,19/03/2024,672811080.0,105.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,19/03/2024,672811080.0,105.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
 Parung Panjang,Kabupaten Bogor,-6.3584442,106.567352,19/03/2024,535616080.0,72.0,39.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2023.0
 Parung Panjang,Kabupaten Bogor,-6.3584442,106.567352,19/03/2024,433997520.0,60.0,27.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2023.0
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,19/03/2024,672811080.0,105.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,19/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,19/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,19/03/2024,672811080.0,105.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,19/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,19/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,19/03/2024,780300000.0,93.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,19/03/2024,780300000.0,93.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
 Parung Panjang,Kabupaten Bogor,-6.3448785,106.5562563,19/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,900.0,Unfurnished,2023.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,19/03/2024,780300000.0,93.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
 Parung Panjang,Kabupaten Bogor,-6.3448785,106.5562563,19/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,900.0,Unfurnished,2023.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,19/03/2024,780300000.0,93.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
 Parung Panjang,Kabupaten Bogor,-6.3448785,106.5562563,19/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,900.0,Unfurnished,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,19/03/2024,185000000.0,60.0,28.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,19/03/2024,185000000.0,60.0,28.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2023.0
 Cibinong,Kabupaten Bogor,-6.4587713,106.8181696,19/03/2024,780300000.0,93.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
 Parung Panjang,Kabupaten Bogor,-6.3448785,106.5562563,19/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,900.0,Unfurnished,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,19/03/2024,185000000.0,60.0,28.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2023.0
 Parung Panjang,Kabupaten Bogor,-6.3584442,106.567352,19/03/2024,535616080.0,72.0,39.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2023.0
 Parung Panjang,Kabupaten Bogor,-6.3584442,106.567352,19/03/2024,433997520.0,60.0,27.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2023.0
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,19/03/2024,672811080.0,105.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,19/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,19/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,19/03/2024,672811080.0,105.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,19/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,19/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,19/03/2024,780300000.0,93.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,19/03/2024,780300000.0,93.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
 Parung Panjang,Kabupaten Bogor,-6.3448785,106.5562563,19/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,900.0,Unfurnished,2023.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,19/03/2024,780300000.0,93.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
 Parung Panjang,Kabupaten Bogor,-6.3448785,106.5562563,19/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,900.0,Unfurnished,2023.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,19/03/2024,780300000.0,93.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
 Parung Panjang,Kabupaten Bogor,-6.3448785,106.5562563,19/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,900.0,Unfurnished,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,19/03/2024,185000000.0,60.0,28.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,19/03/2024,185000000.0,60.0,28.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2023.0
 Cibinong,Kabupaten Bogor,-6.4587713,106.8181696,19/03/2024,780300000.0,93.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
 Parung Panjang,Kabupaten Bogor,-6.3448785,106.5562563,19/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,900.0,Unfurnished,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,19/03/2024,185000000.0,60.0,28.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2023.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,19/03/2024,185000000.0,60.0,28.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2023.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,19/03/2024,600000000.0,124.0,124.0,,,,,1.0,SHM,1300.0,,
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,19/03/2024,650000000.0,72.0,36.0,1.0,2.0,1.0,1.0,1.0,SHM,1300.0,Semi Furnished,2019.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,19/03/2024,699000000.0,90.0,60.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2023.0
Citeureup,Kabupaten Bogor,-6.4881955,106.8814798,19/03/2024,583000000.0,75.0,69.0,2.0,3.0,2.0,1.0,,HGB,1300.0,Unfurnished,
Tajur Halang,Kabupaten Bogor,-6.4551607,106.7501884,18/03/2024,485000000.0,90.0,40.0,1.0,2.0,1.0,2.0,,SHM,1300.0,Unfurnished,2024.0
Bogor Barat,Kota Bogor,-6.563991,106.7633625,12/03/2024,1200000000.0,87.0,78.0,2.0,3.0,2.0,2.0,,,2200.0,Unfurnished,2023.0
Bogor Selatan,Kota Bogor,-6.6323703,106.8075977,12/03/2024,950000000.0,105.0,52.0,1.0,2.0,1.0,,,SHM,2200.0,Unfurnished,2022.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,12/03/2024,390000000.0,72.0,39.0,1.0,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,
Bogor Tengah,Kota Bogor,-6.5930142,106.7864809,12/03/2024,19950000000.0,2145.0,400.0,2.0,4.0,8.0,,,SHM,13200.0,Semi Furnished,2023.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,12/03/2024,2000000.0,64.0,40.0,1.0,2.0,1.0,1.0,1.0,SHM,1300.0,,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,12/03/2024,2000000.0,60.0,70.0,2.0,3.0,2.0,1.0,1.0,SHM,1300.0,,2024.0
Bogor Utara,Kota Bogor,-6.5689517,106.8090297,12/03/2024,3500000000.0,359.0,250.0,3.0,,,,3.0,SHM,2500.0,Unfurnished,
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,12/03/2024,500000000.0,60.0,45.0,1.0,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Cileungsi,Kabupaten Bogor,-6.402271799999999,106.9704941,12/03/2024,185000000.0,72.0,40.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2023.0
Cileungsi,Kabupaten Bogor,-6.402271799999999,106.9704941,12/03/2024,150000000.0,80.0,38.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2011.0
Tajur Halang,Kabupaten Bogor,-6.4551607,106.7501884,12/03/2024,300000000.0,60.0,364.0,2.0,4.0,2.0,1.0,,SHM,1300.0,Unfurnished,
Tajur Halang,Kabupaten Bogor,-6.4551607,106.7501884,12/03/2024,300000000.0,70.0,36.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,
Bogor Timur,Kota Bogor,-6.617944400000001,106.820343,12/03/2024,255000000.0,40.0,80.0,2.0,2.0,2.0,2.0,,SHM,1300.0,Unfurnished,
 Cibinong,Kabupaten Bogor,-6.5198749,106.8119382,12/03/2024,895000000.0,64.0,91.0,2.0,4.0,2.0,1.0,,SHM,2200.0,Semi Furnished,2023.0
 Cibinong,Kabupaten Bogor,-6.5198749,106.8119382,12/03/2024,895000000.0,64.0,91.0,2.0,4.0,2.0,1.0,,SHM,2200.0,Semi Furnished,2023.0
 Cibinong,Kabupaten Bogor,-6.5198749,106.8119382,12/03/2024,895000000.0,64.0,91.0,2.0,4.0,2.0,1.0,,SHM,2200.0,Semi Furnished,2023.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,12/03/2024,895000000.0,64.0,91.0,2.0,4.0,2.0,1.0,,SHM,2200.0,Semi Furnished,2023.0
 Cibinong,Kabupaten Bogor,-6.5198749,106.8119382,12/03/2024,895000000.0,64.0,91.0,2.0,4.0,2.0,2.0,,SHM,2200.0,Semi Furnished,2023.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,12/03/2024,895000000.0,64.0,91.0,2.0,4.0,2.0,1.0,,SHM,2200.0,Semi Furnished,2023.0
 Bojonggede,Kabupaten Bogor,-6.4974742,106.791291,12/03/2024,590000000.0,60.0,66.0,2.0,3.0,2.0,2.0,,SHM,2199.0,Semi Furnished,2020.0
 Bojonggede,Kabupaten Bogor,-6.4974742,106.791291,12/03/2024,590000000.0,60.0,66.0,2.0,3.0,2.0,2.0,,SHM,2200.0,Semi Furnished,2020.0
Bogor Selatan,Kota Bogor,-6.6323703,106.8075977,12/03/2024,600000000.0,78.0,72.0,1.0,3.0,2.0,1.0,,SHM,1300.0,Unfurnished,
Tajur Halang,Kabupaten Bogor,-6.4551607,106.7501884,12/03/2024,383000000.0,72.0,36.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2024.0
Leuwiliang,Kabupaten Bogor,-6.5741514,106.6320005,05/03/2024,1000000000.0,125.0,125.0,2.0,3.0,2.0,1.0,,SHM,,Unfurnished,2018.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,05/03/2024,950000000.0,67.0,72.0,2.0,2.0,2.0,1.0,,SHM,2200.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,05/03/2024,750000000.0,108.0,99.0,1.0,2.0,2.0,1.0,1.0,,900.0,Unfurnished,2008.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,05/03/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
