district,city,latitude,longitude,updated_time,price,land_area_sqm,building_area_sqm,jumlah lantai,kamar tidur,kamar mandi,carpots,garasi,sertifikat,daya listrik,interior,tahun dibangun
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,21/02/2024,656000000.0,76.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,21/02/2024,480000000.0,66.0,36.0,1.0,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2023.0
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,21/02/2024,545000000.0,83.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,21/02/2024,545000000.0,83.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,21/02/2024,545000000.0,83.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
 Tajur Halang,Kabupaten Bogor,-6.473501499999999,106.7711638,21/02/2024,545000000.0,83.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
 Tajur Halang,Kabupaten Bogor,-6.473501499999999,106.7711638,21/02/2024,545000000.0,83.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Ciampea,Kabupaten Bogor,-6.5549421,106.6961626,21/02/2024,220000000.0,60.0,45.0,1.0,2.0,1.0,1.0,,SHM,900.0,Unfurnished,
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,21/02/2024,728900000.0,106.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Ciampea,Kabupaten Bogor,-6.5549421,106.6961626,21/02/2024,220000000.0,60.0,45.0,1.0,2.0,1.0,1.0,,SHM,900.0,Unfurnished,
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,21/02/2024,728900000.0,106.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
 Bogor Timur,Kota Bogor,-6.628006600000001,106.8244749,21/02/2024,1350000000.0,120.0,224.0,1.0,3.0,2.0,2.0,1.0,SHM,2200.0,Unfurnished,
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,21/02/2024,656000000.0,76.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,21/02/2024,656000000.0,76.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Gunung Sindur,Kabupaten Bogor,-6.3847562,106.6804186,29/02/2024,700000000.0,60.0,33.0,1.0,2.0,1.0,,1.0,SHM,3500.0,Unfurnished,2021.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,21/02/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,21/02/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,21/02/2024,656000000.0,76.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,21/02/2024,656000000.0,76.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Citeureup,Kabupaten Bogor,-6.4881955,106.8814798,29/02/2024,560000000.0,75.0,40.0,1.0,2.0,1.0,,1.0,HGB,1300.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,21/02/2024,656000000.0,76.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,21/02/2024,656000000.0,76.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,21/02/2024,460000000.0,75.0,65.0,1.0,2.0,1.0,1.0,,SHM,900.0,Unfurnished,
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,21/02/2024,656000000.0,76.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,21/02/2024,460000000.0,75.0,65.0,1.0,2.0,1.0,1.0,,SHM,900.0,Unfurnished,
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,21/02/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Ciawi,Kabupaten Bogor,-6.663033899999999,106.8562067,21/02/2024,1200000000.0,120.0,150.0,1.0,10.0,10.0,,,SHM,1300.0,Unfurnished,
Jonggol,Kabupaten Bogor,-6.4597469,107.0422961,21/02/2024,650000000.0,120.0,39.0,1.0,2.0,1.0,2.0,,SHM,1300.0,Unfurnished,2020.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,21/02/2024,656000000.0,76.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,21/02/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,21/02/2024,656000000.0,76.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,21/02/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2023.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,21/02/2024,656000000.0,76.0,36.0,1.0,2.0,1.0,,,SHM,1300.0,Unfurnished,2024.0
Ciampea,Kabupaten Bogor,-6.5549421,106.6961626,21/02/2024,2500000000.0,580.0,599.0,2.0,5.0,3.0,1.0,1.0,SHM,2200.0,Unfurnished,
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,21/02/2024,694800000.0,72.0,38.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2023.0
Ciampea,Kabupaten Bogor,-6.5549421,106.6961626,21/02/2024,2500000000.0,580.0,600.0,2.0,5.0,3.0,1.0,1.0,SHM,2200.0,Unfurnished,
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,21/02/2024,620700000.0,60.0,38.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2023.0
Babakan Madang,Kabupaten Bogor,-6.5636316,106.8639566,21/02/2024,1800000000.0,215.0,140.0,1.0,4.0,2.0,1.0,,SHM,2200.0,Unfurnished,
 Parung Panjang,Kabupaten Bogor,-6.3448785,106.5562563,21/02/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,900.0,Unfurnished,2023.0
Babakan Madang,Kabupaten Bogor,-6.5636316,106.8639566,21/02/2024,1800000000.0,215.0,140.0,1.0,4.0,2.0,1.0,,SHM,2200.0,Unfurnished,2020.0
Tajur Halang,Kabupaten Bogor,-6.4551607,106.7501884,21/02/2024,299000000.0,72.0,41.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,
Tajur Halang,Kabupaten Bogor,-6.4551607,106.7501884,21/02/2024,299000000.0,72.0,41.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,
Tajur Halang,Kabupaten Bogor,-6.4551607,106.7501884,21/02/2024,658000000.0,60.0,65.0,2.0,3.0,2.0,1.0,1.0,SHM,2200.0,Unfurnished,2024.0
Bogor Timur,Kota Bogor,-6.617944400000001,106.820343,21/02/2024,980000000.0,110.0,184.0,2.0,4.0,2.0,1.0,,SHM,2200.0,Unfurnished,
Tajur Halang,Kabupaten Bogor,-6.4551607,106.7501884,29/02/2024,340000000.0,60.0,42.0,,,,,,,,Unfurnished,
Sukaraja,Kabupaten Bogor,-6.5261691,106.8002889,21/02/2024,599000000.0,72.0,55.0,2.0,3.0,2.0,2.0,,SHM,1300.0,,
Babakan Madang,Kabupaten Bogor,-6.5636316,106.8639566,29/02/2024,850000000.0,60.0,38.0,1.0,2.0,1.0,1.0,1.0,HGB,,Unfurnished,2024.0
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,21/02/2024,385000000.0,60.0,33.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,
Ciawi,Kabupaten Bogor,-6.663033899999999,106.8562067,29/02/2024,1700000000.0,90.0,88.0,2.0,2.0,2.0,1.0,,SHM,3300.0,Unfurnished,2024.0
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,21/02/2024,385000000.0,60.0,33.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,
Citeureup,Kabupaten Bogor,-6.485174499999999,106.8726814,21/02/2024,250000000.0,120.0,100.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,
Bogor Barat,Kota Bogor,-6.563991,106.7633625,21/02/2024,550000000.0,70.0,70.0,,2.0,1.0,1.0,1.0,SHM,1300.0,Unfurnished,
Babakan Madang,Kabupaten Bogor,-6.5636316,106.8639566,01/03/2024,1000000000.0,72.0,45.0,1.0,2.0,1.0,1.0,1.0,HGB,4400.0,Unfurnished,2024.0
Ciampea,Kabupaten Bogor,-6.5549421,106.6961626,21/02/2024,220000000.0,60.0,45.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,
Gunung Sindur,Kabupaten Bogor,-6.3847562,106.6804186,21/02/2024,7000000000.0,240.0,250.0,2.0,5.0,3.0,,,,4400.0,Full Furnished,
Gunung Putri,Kabupaten Bogor,-6.4288646,106.9240554,11/05/2024,2800000000.0,200.0,298.0,2.0,4.0,1.0,2.0,1.0,SHM,,Unfurnished,
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,21/02/2024,400000000.0,85.0,45.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,
Jonggol,Kabupaten Bogor,-6.4597469,107.0422961,01/03/2024,390000000.0,90.0,60.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,
Jonggol,Kabupaten Bogor,-6.4597469,107.0422961,01/03/2024,310000000.0,90.0,60.0,1.0,2.0,2.0,1.0,,HGB,1300.0,Unfurnished,
 Babakan Madang,Kabupaten Bogor,-6.5211331,106.8502879,09/05/2024,2600000000.0,315.0,180.0,2.0,3.0,3.0,2.0,,SHM,3299.0,Unfurnished,2010.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,03/06/2024,929000011.0,77.0,80.0,,3.0,1.0,1.0,,SHM,1300.0,Unfurnished,2023.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,30/05/2024,880000000.0,70.0,88.0,2.0,3.0,2.0,1.0,1.0,SHM,,Unfurnished,
Bogor Selatan,Kota Bogor,-6.6323703,106.8075977,29/04/2024,1700000000.0,126.0,100.0,2.0,2.0,2.0,1.0,,SHM,2200.0,,
Gunung Putri,Kabupaten Bogor,-6.4288646,106.9240554,08/03/2024,999000000.0,104.0,90.0,2.0,3.0,2.0,2.0,,SHM,2200.0,,
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,28/04/2024,385000000.0,45.0,65.0,2.0,3.0,2.0,1.0,,SHM,2200.0,Unfurnished,2023.0
Bogor Barat,Kota Bogor,-6.563991,106.7633625,29/04/2024,5800000000.0,800.0,400.0,2.0,3.0,2.0,,,SHM,5000.0,,
Gunung Putri,Kabupaten Bogor,-6.4288646,106.9240554,14/05/2024,999000000.0,104.0,90.0,2.0,3.0,2.0,2.0,,SHM,2200.0,,
 Tajurhalang,Kabupaten Bogor,-6.4696108,106.7628396,29/05/2024,551100000.0,115.0,36.0,1.0,2.0,1.0,2.0,,SHM,1300.0,Unfurnished,2022.0
Cileungsi,Kabupaten Bogor,-6.402271799999999,106.9704941,04/06/2024,690000000.0,60.0,55.0,2.0,3.0,2.0,1.0,,SHM,2200.0,Unfurnished,2024.0
Cileungsi,Kabupaten Bogor,-6.402271799999999,106.9704941,04/06/2024,1700000000.0,128.0,154.0,,3.0,2.0,1.0,1.0,SHM,3500.0,,
Cileungsi,Kabupaten Bogor,-6.402271799999999,106.9704941,04/06/2024,1700000000.0,128.0,154.0,,4.0,3.0,1.0,1.0,SHM,3500.0,,
Tajur Halang,Kabupaten Bogor,-6.4551607,106.7501884,04/06/2024,494500500.0,72.0,38.0,,2.0,1.0,1.0,,SHM,1300.0,Full Furnished,2023.0
 Tajurhalang,Kabupaten Bogor,-6.4877234,106.7722898,04/06/2024,70000000.0,72.0,39.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2019.0
Gunung Putri,Kabupaten Bogor,-6.4288646,106.9240554,04/06/2024,3000000000.0,180.0,150.0,2.0,3.0,3.0,1.0,,SHM,2200.0,Unfurnished,
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,04/06/2024,495000000.0,72.0,60.0,1.0,2.0,1.0,1.0,1.0,SHM,2200.0,Unfurnished,2018.0
Gunung Putri,Kabupaten Bogor,-6.4288646,106.9240554,04/06/2024,2000000000.0,128.0,100.0,2.0,3.0,2.0,2.0,,SHM,3500.0,Unfurnished,
Bogor Selatan,Kota Bogor,-6.6323703,106.8075977,04/06/2024,950000000.0,141.0,70.0,,3.0,2.0,,,SHM,,,
Cileungsi,Kabupaten Bogor,-6.402271799999999,106.9704941,04/06/2024,560000000.0,72.0,38.0,1.0,2.0,1.0,1.0,,SHM,2200.0,Semi Furnished,
Rumpin,Kabupaten Bogor,-6.4576306,106.6464973,04/06/2024,423000000.0,66.0,40.0,1.0,2.0,1.0,2.0,,SHM,1300.0,Unfurnished,2023.0
Gunung Putri,Kabupaten Bogor,-6.4288646,106.9240554,04/06/2024,1600000000.0,120.0,136.0,,3.0,3.0,,2.0,SHM,,Unfurnished,
Gunung Putri,Kabupaten Bogor,-6.4288646,106.9240554,04/06/2024,1450000000.0,120.0,225.0,,5.0,5.0,,2.0,SHM,,Semi Furnished,
Bojonggede,Kabupaten Bogor,-6.4960615,106.7947017,04/06/2024,150000000.0,106.0,45.0,1.0,2.0,1.0,1.0,1.0,SHM,,Unfurnished,2019.0
Ciawi,Kabupaten Bogor,-6.663033899999999,106.8562067,04/06/2024,9000000000.0,650.0,400.0,2.0,6.0,6.0,1.0,3.0,SHM,13200.0,Full Furnished,
Gunung Putri,Kabupaten Bogor,-6.4288646,106.9240554,04/06/2024,2500000000.0,120.0,220.0,,5.0,4.0,,2.0,SHM,,Full Furnished,
Bogor Selatan,Kota Bogor,-6.6323703,106.8075977,04/06/2024,1300000000.0,95.0,160.0,,3.0,2.0,1.0,1.0,SHM,2200.0,Full Furnished,
Gunung Putri,Kabupaten Bogor,-6.4288646,106.9240554,04/06/2024,2375000000.0,180.0,150.0,2.0,3.0,3.0,2.0,,SHM,2200.0,Unfurnished,2022.0
Gunung Putri,Kabupaten Bogor,-6.4288646,106.9240554,04/06/2024,1800000000.0,160.0,220.0,2.0,4.0,5.0,,3.0,SHM,2200.0,Full Furnished,2023.0
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,04/06/2024,750000000.0,144.0,120.0,,2.0,2.0,1.0,1.0,SHM,1300.0,,
Cibinong,Kabupaten Bogor,-6.4901067,106.8306951,04/06/2024,750000000.0,144.0,120.0,,2.0,2.0,1.0,1.0,SHM,1300.0,,
Gunung Putri,Kabupaten Bogor,-6.4288646,106.9240554,04/06/2024,950000000.0,179.0,30.0,,1.0,1.0,,2.0,HGB,,Unfurnished,
Ciawi,Kabupaten Bogor,-6.663033899999999,106.8562067,04/06/2024,2500000000.0,120.0,145.0,2.0,2.0,2.0,2.0,,HGB,3500.0,Unfurnished,2024.0
Gunung Putri,Kabupaten Bogor,-6.4288646,106.9240554,03/06/2024,599999000.0,84.0,40.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2024.0
Cileungsi,Kabupaten Bogor,-6.402271799999999,106.9704941,03/06/2024,284500000.0,47.0,30.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2024.0
Ciawi,Kabupaten Bogor,-6.663033899999999,106.8562067,03/06/2024,1700000000.0,325.0,500.0,2.0,10.0,10.0,,,SHM,,,
Dramaga,Kabupaten Bogor,-6.577668999999999,106.7319218,03/06/2024,1000000000.0,282.0,200.0,1.0,4.0,3.0,,,SHM,,,
Ciawi,Kabupaten Bogor,-6.663033899999999,106.8562067,03/06/2024,700000000.0,100.0,80.0,,3.0,2.0,1.0,,SHM,,Unfurnished,
Ciawi,Kabupaten Bogor,-6.663033899999999,106.8562067,03/06/2024,250000000.0,52.0,100.0,2.0,2.0,2.0,1.0,,SHM,,,
Rumpin,Kabupaten Bogor,-6.4576306,106.6464973,07/05/2024,390300000.0,60.0,35.0,1.0,2.0,1.0,2.0,,SHM,1300.0,Unfurnished,2023.0
Rumpin,Kabupaten Bogor,-6.4576306,106.6464973,07/05/2024,390300000.0,60.0,35.0,1.0,2.0,1.0,2.0,,SHM,1300.0,Unfurnished,2023.0
Rumpin,Kabupaten Bogor,-6.4576306,106.6464973,07/05/2024,390300000.0,60.0,35.0,1.0,2.0,1.0,2.0,,SHM,1300.0,Unfurnished,2023.0
Rumpin,Kabupaten Bogor,-6.4576306,106.6464973,07/05/2024,390300000.0,60.0,35.0,1.0,2.0,1.0,2.0,,SHM,1300.0,Unfurnished,2023.0
Rumpin,Kabupaten Bogor,-6.4576306,106.6464973,07/05/2024,390300000.0,60.0,35.0,,2.0,1.0,2.0,,SHM,1300.0,Unfurnished,2023.0
Rumpin,Kabupaten Bogor,-6.4576306,106.6464973,07/05/2024,390300000.0,60.0,35.0,,2.0,1.0,2.0,,SHM,1300.0,Unfurnished,2023.0
Rumpin,Kabupaten Bogor,-6.4576306,106.6464973,07/05/2024,390300000.0,60.0,35.0,,2.0,1.0,2.0,,SHM,1300.0,Unfurnished,2023.0
Rumpin,Kabupaten Bogor,-6.4576306,106.6464973,07/05/2024,390300000.0,60.0,35.0,,2.0,1.0,2.0,,SHM,1300.0,Unfurnished,2023.0
Rumpin,Kabupaten Bogor,-6.4576306,106.6464973,07/05/2024,390300000.0,60.0,35.0,,2.0,1.0,2.0,,SHM,1300.0,Unfurnished,2023.0
Rumpin,Kabupaten Bogor,-6.4576306,106.6464973,07/05/2024,390300000.0,60.0,35.0,,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2023.0
Rumpin,Kabupaten Bogor,-6.4576306,106.6464973,07/05/2024,400000000.0,70.0,45.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2023.0
 Bojonggede,Kabupaten Bogor,-6.4966819,106.7984294,07/05/2024,645000000.0,108.0,108.0,1.0,2.0,1.0,,1.0,SHM,1200.0,Semi Furnished,
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,07/05/2024,181000000.0,60.0,25.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,
 Rumpin,Kabupaten Bogor,-6.3698096,106.6378669,07/05/2024,515000000.0,50.0,55.0,2.0,3.0,2.0,1.0,1.0,SHM,2200.0,Unfurnished,2024.0
Bogor Timur,Kota Bogor,-6.617944400000001,106.820343,07/05/2024,980000000.0,110.0,184.0,2.0,4.0,2.0,1.0,,SHM,2200.0,Semi Furnished,
 Rumpin,Kabupaten Bogor,-6.3698096,106.6378669,07/05/2024,515000000.0,50.0,55.0,2.0,3.0,2.0,1.0,1.0,SHM,2200.0,Unfurnished,2024.0
 Rumpin,Kabupaten Bogor,-6.3698096,106.6378669,07/05/2024,515000000.0,50.0,55.0,2.0,3.0,2.0,1.0,1.0,SHM,2200.0,Unfurnished,2024.0
 Rumpin,Kabupaten Bogor,-6.3698096,106.6378669,07/05/2024,515000000.0,50.0,55.0,1.0,3.0,2.0,1.0,1.0,SHM,2200.0,Unfurnished,2024.0
 Parung Panjang,Kabupaten Bogor,-6.3448785,106.5562563,28/05/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,900.0,Unfurnished,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,28/05/2024,499750000.0,60.0,30.0,1.0,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Gunung Putri,Kabupaten Bogor,-6.4288646,106.9240554,28/05/2024,2614556276.0,120.0,114.0,2.0,3.0,2.0,1.0,,,,,
Tenjo,Kabupaten Bogor,-6.3275839,106.4617439,28/05/2024,350000000.0,60.0,25.0,1.0,2.0,1.0,1.0,,HGB,1299.0,Unfurnished,2023.0
 Parung Panjang,Kabupaten Bogor,-6.3448785,106.5562563,28/05/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,900.0,Unfurnished,2024.0
Tajur Halang,Kabupaten Bogor,-6.4551607,106.7501884,28/05/2024,484000000.0,40.0,80.0,2.0,,,2.0,,,1300.0,,
 Gunung Putri,Kabupaten Bogor,-6.403049299999999,106.9299579,28/05/2024,550000000.0,70.0,36.0,1.0,2.0,1.0,1.0,1.0,SHM,1300.0,Unfurnished,2024.0
 Gunung Putri,Kabupaten Bogor,-6.403049299999999,106.9299579,28/05/2024,981000000.0,125.0,84.0,1.0,2.0,1.0,1.0,2.0,SHM,1300.0,Unfurnished,2024.0
 Gunung Putri,Kabupaten Bogor,-6.403049299999999,106.9299579,28/05/2024,661000000.0,84.0,40.0,1.0,2.0,1.0,1.0,1.0,SHM,1300.0,Unfurnished,2024.0
Tajur Halang,Kabupaten Bogor,-6.4551607,106.7501884,28/05/2024,397000000.0,72.0,36.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,
Parung,Kabupaten Bogor,-6.427080399999999,106.7244846,28/05/2024,932741250.0,60.0,58.0,2.0,2.0,2.0,1.0,,,,,
 Gunung Putri,Kabupaten Bogor,-6.403049299999999,106.9299579,28/05/2024,580000000.0,70.0,36.0,1.0,2.0,1.0,1.0,1.0,SHM,1300.0,Unfurnished,2024.0
Tajur Halang,Kabupaten Bogor,-6.4551607,106.7501884,28/05/2024,484000000.0,72.0,36.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,
Bogor Timur,Kota Bogor,-6.617944400000001,106.820343,28/05/2024,480000000.0,68.0,136.0,2.0,3.0,2.0,1.0,,SHM,2200.0,Unfurnished,
Bogor Barat,Kota Bogor,-6.563991,106.7633625,28/05/2024,550000000.0,90.0,89.0,1.0,,,1.0,1.0,,1300.0,Unfurnished,
Bogor Barat,Kota Bogor,-6.563991,106.7633625,28/05/2024,550000000.0,90.0,89.0,1.0,2.0,1.0,1.0,1.0,SHM,1300.0,Unfurnished,2010.0
Bogor Barat,Kota Bogor,-6.563991,106.7633625,28/05/2024,550000000.0,90.0,90.0,1.0,2.0,1.0,1.0,1.0,SHM,1300.0,Unfurnished,2010.0
 Kemang,Kabupaten Bogor,-6.5408947,106.7603239,28/05/2024,660000000.0,72.0,47.0,1.0,2.0,1.0,1.0,,SHM,900.0,Unfurnished,
Gunung Sindur,Kabupaten Bogor,-6.3847562,106.6804186,28/05/2024,1071000000.0,65.0,55.0,2.0,3.0,2.0,1.0,,,,,
Gunung Sindur,Kabupaten Bogor,-6.3847562,106.6804186,28/05/2024,816900000.0,60.0,32.0,1.0,2.0,1.0,1.0,,,,,
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,28/05/2024,185000000.0,60.0,28.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,28/05/2024,185000000.0,60.0,28.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,
 Cibinong,Kabupaten Bogor,-6.4966731,106.8148879,28/05/2024,350000000.0,60.0,30.0,1.0,2.0,1.0,1.0,,SHM,1300.0,Unfurnished,2024.0
 Parung Panjang,Kabupaten Bogor,-6.3448785,106.5562563,28/05/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Parung Panjang,Kabupaten Bogor,-6.3681068,106.5533873,28/05/2024,185000000.0,60.0,30.0,,2.0,1.0,1.0,,HGB,1300.0,Unfurnished,2024.0
Rumpin,Kabupaten Bogor,-6.4576306,106.6464973,28/05/2024,423000000.0,66.0,40.0,1.0,2.0,1.0,2.0,,SHM,1300.0,Unfurnished,2023.0
Rumpin,Kabupaten Bogor,-6.4576306,106.6464973,28/05/2024,379000000.0,66.0,40.0,1.0,2.0,1.0,2.0,,SHM,1300.0,Unfurnished,2023.0
Rumpin,Kabupaten Bogor,-6.4576306,106.6464973,28/05/2024,423000000.0,66.0,40.0,1.0,2.0,1.0,2.0,,SHM,1300.0,Unfurnished,2023.0
Rumpin,Kabupaten Bogor,-6.4576306,106.6464973,28/05/2024,379000000.0,60.0,35.0,1.0,2.0,1.0,2.0,,SHM,1300.0,Unfurnished,2023.0
Rumpin,Kabupaten Bogor,-6.4576306,106.6464973,28/05/2024,423000000.0,66.0,40.0,1.0,2.0,1.0,2.0,,SHM,1300.0,Unfurnished,2023.0
Rumpin,Kabupaten Bogor,-6.4576306,106.6464973,28/05/2024,379000000.0,60.0,35.0,1.0,2.0,1.0,2.0,,SHM,1300.0,Unfurnished,2023.0
Rumpin,Kabupaten Bogor,-6.4576306,106.6464973,28/05/2024,423000000.0,66.0,40.0,1.0,2.0,1.0,2.0,,SHM,1300.0,Unfurnished,2023.0
Rumpin,Kabupaten Bogor,-6.4576306,106.6464973,28/05/2024,379000000.0,60.0,35.0,1.0,2.0,1.0,2.0,,SHM,1300.0,,2023.0
Rumpin,Kabupaten Bogor,-6.4576306,106.6464973,28/05/2024,423000000.0,66.0,40.0,1.0,2.0,1.0,2.0,,SHM,1300.0,Unfurnished,2023.0
Rumpin,Kabupaten Bogor,-6.4576306,106.6464973,28/05/2024,379000000.0,60.0,35.0,1.0,2.0,1.0,2.0,,SHM,1300.0,Unfurnished,2023.0
 Babakan Madang,Kabupaten Bogor,-6.5211331,106.8502879,28/05/2024,950000000.0,70.0,50.0,1.0,2.0,1.0,1.0,1.0,SHM,1300.0,Semi Furnished,2010.0
Gunung Putri,Kabupaten Bogor,-6.4288646,106.9240554,28/05/2024,690000000.0,72.0,144.0,2.0,4.0,1.0,1.0,1.0,SHM,,Semi Furnished,
 Babakan Madang,Kabupaten Bogor,-6.5211331,106.8502879,28/05/2024,950000000.0,108.0,49.0,1.0,2.0,1.0,1.0,1.0,SHM,3500.0,Unfurnished,2010.0
Ciawi,Kabupaten Bogor,-6.663033899999999,106.8562067,28/05/2024,999999999.0,164.0,120.0,1.0,3.0,2.0,2.0,,,,,
Cibungbulang,Kabupaten Bogor,-6.5749662,106.6606641,28/05/2024,443000000.0,90.0,36.0,1.0,2.0,1.0,1.0,1.0,HGB,1300.0,Unfurnished,2024.0
 Babakan Madang,Kabupaten Bogor,-6.5211331,106.8502879,28/05/2024,3800000000.0,181.0,176.0,2.0,4.0,4.0,1.0,1.0,SHM,1300.0,Semi Furnished,2000.0
 Babakan Madang,Kabupaten Bogor,-6.5211331,106.8502879,28/05/2024,3500000000.0,278.0,195.0,1.0,5.0,4.0,2.0,1.0,SHM,1300.0,Semi Furnished,2000.0
Bogor Timur,Kota Bogor,-6.617944400000001,106.820343,28/05/2024,975000000.0,128.0,150.0,2.0,4.0,3.0,1.0,,SHM,1300.0,Unfurnished,
Bogor Timur,Kota Bogor,-6.617944400000001,106.820343,28/05/2024,975000000.0,128.0,150.0,2.0,4.0,3.0,1.0,,SHM,1300.0,Unfurnished,
Cisarua,Kabupaten Bogor,-6.679948899999999,106.9322873,28/05/2024,3500000000.0,80.0,200.0,,3.0,3.0,,,SHM,,,
