District,City,Latitude,Longitude,Price,Land_Size_M2,Building_Size_M2,Floors,Bedrooms,Bathrooms,Carport/Garage
Beji,Depok,-6.3685044,106.8081252,700000000.0,70.0,50.0,2.0,3.0,2.0,1.0
Cinere,Depok,-6.3333023,106.7828744,5500000000.0,602.0,344.0,2.0,6.0,3.0,2.0
Sawangan,Depok,-6.4260468,106.7794935,350000000.0,60.0,50.0,2.0,3.0,1.0,1.0
Sawangan,Depok,-6.3651357,106.7617984,1100000000.0,120.0,88.0,1.0,3.0,2.0,1.0
Sukma Jaya,Depok,-6.4189393,106.8384873,940000000.0,72.0,80.0,2.0,3.0,2.0,1.0
Cilodong,Depok,-6.436980699999999,106.8355372,940000000.0,72.0,80.0,2.0,3.0,2.0,1.0
Cilodong,Depok,-6.436980699999999,106.8355372,940000000.0,72.0,80.0,2.0,3.0,2.0,1.0
Beji,Depok,-6.3685044,106.8081252,940000000.0,72.0,80.0,2.0,3.0,2.0,1.0
Cilodong,Depok,-6.436980699999999,106.8355372,940000000.0,72.0,80.0,2.0,3.0,2.0,1.0
Pancoran Mas,Depok,-6.3946317,106.7950631,475000000.0,67.0,45.0,1.0,2.0,1.0,1.0
Sukma Jaya,Depok,-6.4189393,106.8384873,3200000000.0,205.0,400.0,3.0,4.0,4.0,2.0
Sawangan,Depok,-6.407547,106.7555867,1330000000.0,77.0,87.0,2.0,3.0,3.0,2.0
Pancoran Mas,Depok,-6.3916032,106.8248651,3000000000.0,322.0,290.0,1.0,5.0,3.0,1.0
Pancoran Mas,Depok,-6.3916032,106.8248651,3500000000.0,322.0,295.0,1.0,4.0,2.0,1.0
Beji,Depok,-6.3685044,106.8081252,400000000.0,48.0,40.0,1.0,2.0,1.0,0.0
Cilodong,Depok,-6.4262255,106.8189752,1000000000.0,72.0,90.0,2.0,3.0,2.0,1.0
Pancoran Mas,Depok,-6.3946317,106.7950631,895000124.0,50.0,85.0,2.0,3.0,3.0,1.0
Cilodong,Depok,-6.436980699999999,106.8355372,677000119.0,62.0,42.0,2.0,2.0,1.0,1.0
Cinere,Depok,-6.340785899999999,106.7778507,5900000000.0,540.0,370.0,2.0,5.0,3.0,2.0
Cilodong,Depok,-6.436980699999999,106.8355372,1250000000.0,96.0,120.0,2.0,4.0,4.0,1.0
Cilodong,Depok,-6.436980699999999,106.8355372,1250000000.0,96.0,120.0,2.0,4.0,4.0,1.0
Cilodong,Depok,-6.436980699999999,106.8355372,1250000000.0,96.0,120.0,2.0,4.0,4.0,0.0
Cilodong,Depok,-6.436980699999999,106.8355372,1250000000.0,96.0,120.0,2.0,4.0,4.0,1.0
Cilodong,Depok,-6.436980699999999,106.8355372,1250000000.0,96.0,120.0,2.0,4.0,4.0,1.0
Sawangan,Depok,-6.407547,106.7555867,3809945678.0,144.0,206.0,2.0,4.0,4.0,0.0
Sawangan,Depok,-6.407547,106.7555867,400000000.0,42.0,40.0,2.0,2.0,1.0,1.0
Sawangan,Depok,-6.407547,106.7555867,400000000.0,42.0,40.0,2.0,2.0,2.0,1.0
Cimanggis,Depok,-6.354936899999999,106.8428572,1644500000.0,65.0,103.0,2.0,3.0,2.0,1.0
Cimanggis,Depok,-6.354936899999999,106.8428572,1644500000.0,65.0,103.0,2.0,3.0,2.0,1.0
Cilodong,Depok,-6.436980699999999,106.8355372,782500000.0,55.0,55.0,2.0,2.0,2.0,1.0
Cilodong,Depok,-6.436980699999999,106.8355372,782500000.0,55.0,55.0,2.0,2.0,2.0,1.0
Cilodong,Depok,-6.429939000000001,106.8263877,700000000.0,67.0,45.0,1.0,2.0,2.0,1.0
Cilodong,Depok,-6.436980699999999,106.8355372,782500000.0,55.0,55.0,2.0,2.0,2.0,0.0
