District,City,Latitude,Longitude,Price,Land_Size_M2,Building_Size_M2,Floors,Bedrooms,Bathrooms,Carport/Garage
Cisauk,Tangerang,-6.3408595,106.6369178,388000000.0,70.0,45.0,1.0,2.0,1.0,1.0
Legok,Tangerang,-6.3270862,106.5556574,950000008.0,78.0,67.0,2.0,3.0,2.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,418000000.0,70.0,45.0,1.0,2.0,1.0,1.0
Tangerang,Tangerang,-6.1701796,106.6403236,300000000.0,72.0,36.0,1.0,2.0,1.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,401000000.0,66.0,40.0,1.0,2.0,1.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,360000000.0,60.0,35.0,1.0,2.0,1.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,418000000.0,70.0,45.0,1.0,2.0,1.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,380000000.0,70.0,45.0,1.0,2.0,1.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,380888888.0,45.0,70.0,1.0,2.0,1.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,388000000.0,45.0,70.0,1.0,2.0,1.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,400000000.0,70.0,45.0,1.0,2.0,1.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,400000000.0,70.0,45.0,1.0,2.0,1.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,400000000.0,70.0,45.0,1.0,2.0,1.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,400000000.0,70.0,45.0,1.0,2.0,1.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,360000000.0,60.0,35.0,1.0,2.0,1.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,400000000.0,70.0,45.0,1.0,2.0,1.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,418000000.0,66.0,40.0,1.0,2.0,1.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,401000000.0,66.0,40.0,1.0,2.0,1.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,360000000.0,60.0,35.0,1.0,2.0,1.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,400000000.0,70.0,45.0,1.0,2.0,1.0,1.0
Curug,Tangerang,-6.2540795,106.5609134,1600000000.0,60.0,80.0,2.0,2.0,2.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,400000000.0,40.0,70.0,1.0,2.0,1.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,360000000.0,60.0,35.0,2.0,2.0,1.0,2.0
Cisauk,Tangerang,-6.3408595,106.6369178,400000000.0,40.0,66.0,1.0,2.0,1.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,400000000.0,70.0,45.0,1.0,2.0,1.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,400000000.0,40.0,66.0,1.0,2.0,1.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,423000000.0,66.0,40.0,1.0,2.0,1.0,2.0
Cisauk,Tangerang,-6.3408595,106.6369178,400000000.0,45.0,70.0,1.0,2.0,1.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,379000000.0,60.0,35.0,1.0,2.0,1.0,2.0
Cisauk,Tangerang,-6.3408595,106.6369178,423000000.0,66.0,40.0,1.0,2.0,1.0,2.0
Cisauk,Tangerang,-6.3408595,106.6369178,379000000.0,60.0,35.0,1.0,2.0,1.0,2.0
Cisauk,Tangerang,-6.3408595,106.6369178,423000000.0,66.0,40.0,1.0,2.0,1.0,2.0
Cisauk,Tangerang,-6.3408595,106.6369178,379000000.0,60.0,35.0,1.0,2.0,1.0,2.0
Cisauk,Tangerang,-6.3408595,106.6369178,400000000.0,45.0,70.0,1.0,2.0,1.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,423000000.0,66.0,40.0,1.0,2.0,1.0,2.0
Cisauk,Tangerang,-6.3408595,106.6369178,379000000.0,60.0,35.0,1.0,2.0,1.0,2.0
Cisauk,Tangerang,-6.3408595,106.6369178,423000000.0,66.0,40.0,1.0,2.0,1.0,2.0
Cisauk,Tangerang,-6.3408595,106.6369178,379000000.0,60.0,35.0,1.0,2.0,1.0,2.0
Cisauk,Tangerang,-6.3408595,106.6369178,400000000.0,35.0,60.0,1.0,2.0,1.0,1.0
Cisauk,Tangerang,-6.3408595,106.6369178,400000000.0,35.0,60.0,1.0,2.0,1.0,1.0
